image,popularity_score,is_female,baby,child,teenager,youth,middle_age,senior
10013096_530883370366156_376187874_a,4.423,1,-1,-1,-1,1,-1,-1
10251490_1389489104664175_507032611_a,4.855,1,-1,-1,-1,1,-1,-1
10012448_613623292059301_661582745_a_0_5694,4.59,-1,-1,1,-1,-1,-1,-1
10254203_1399357123674551_1987279073_a,5.576,1,-1,-1,-1,1,-1,-1
1516818_767179956634416_2010108335_a_0_7116,5.283,1,-1,-1,-1,-1,-1,1
925459_834557103225523_1228624476_a_0_225,4.101,-1,-1,-1,-1,1,1,1
924332_1408921256039183_1537756978_a,5.406,1,-1,-1,-1,1,-1,-1
10251450_615788438512627_1518255385_a_0_2789,4.866,-1,-1,-1,1,-1,-1,-1
10013033_267141560113901_1792403080_a_0_1780,4.992,1,-1,-1,-1,-1,-1,1
10175105_515580681886952_38054472_a_0_9413,4.753,-1,-1,-1,-1,-1,1,-1
10175137_301778406641122_1695393332_a_0_2072,3.966,-1,-1,1,-1,-1,-1,-1
10246015_845083848839222_1610590205_a_0_8025,4.161,-1,-1,-1,-1,-1,1,-1
928244_269536053220220_1255934680_a,4.138,1,-1,-1,-1,1,-1,-1
10175411_747160805334723_2105726161_a_0_2756,4.86,-1,-1,-1,1,-1,-1,-1
1515991_730715403616077_1235668544_a_0_1695,4.003,1,1,-1,-1,-1,-1,-1
1515844_689871051074861_1504206905_a_0_4877,4.793,-1,-1,1,-1,-1,-1,-1
10013033_267141560113901_1792403080_a_0_6012,4.992,1,-1,-1,-1,-1,-1,1
10175340_256839144519681_755635286_a_0_6999,5.577,-1,-1,-1,-1,-1,1,-1
10009141_222140781318044_1602148506_a_0_7653,5.081,-1,-1,-1,1,-1,-1,-1
929299_1400136910261803_955153879_a,4.9,1,-1,-1,-1,1,-1,-1
10251529_577813492325756_2050304825_a_0_3709,4.017,-1,-1,1,-1,-1,-1,-1
10249163_843603785656290_1221812380_a_0_7474,3.944,-1,-1,-1,-1,-1,1,-1
10246076_289449371220650_1143953792_a,4.247,-1,-1,-1,1,-1,-1,-1
1171099_239731349483951_1146785450_a_0_377,3.133,-1,-1,1,-1,-1,-1,-1
10005484_857777164238270_723589956_a_0_1703,4.416,-1,-1,-1,1,-1,-1,-1
10251489_234182816772570_1465408623_a_0_8106,3.765,-1,-1,1,-1,-1,-1,-1
10175412_699656023410231_95955606_a_0_2470,3.765,-1,-1,-1,1,-1,-1,-1
10011447_620363861374588_923568429_a_0_4881,4.511,-1,-1,1,-1,-1,-1,-1
1171943_621584611267168_856573700_a_0_8597,5.294,-1,-1,1,-1,-1,-1,-1
925245_372069939602130_339677596_a_0_2926,4.523,1,1,-1,-1,-1,-1,-1
10246030_287175254774556_478278472_a_0_7154,5.27,-1,-1,1,-1,-1,-1,-1
10005143_1402450243362609_2097229532_a,3.971,1,-1,-1,-1,1,-1,-1
10245952_1412358649030024_296919176_a,3.897,1,-1,-1,-1,1,-1,-1
1209573_431334327002381_540184023_a_0_3898,4.108,-1,-1,-1,1,-1,-1,-1
10245977_473859176075576_1922002569_a_0_1871,4.467,-1,-1,1,-1,-1,-1,-1
1963035_269909003184728_565442899_a_0_1211,4.374,-1,-1,-1,1,-1,-1,-1
1170539_1405651229706898_19140096_a,4.433,1,-1,-1,-1,1,-1,-1
1799743_277897382378285_1593493570_a_0_9853,4.436,-1,-1,-1,1,-1,-1,-1
10175323_647059055343835_196001045_a_0_4997,4.671,-1,-1,-1,-1,-1,1,-1
10246031_1424467161138222_1043991383_a_0_5514,3.065,-1,-1,1,-1,-1,-1,-1
10251409_639596192793846_1723962156_a_0_1808,2.613,-1,-1,-1,1,-1,-1,-1
10246091_773892572622753_1831792898_a_0_301,3.937,-1,-1,-1,-1,-1,1,-1
1516890_1424976391092273_286673927_a,5.062,1,-1,-1,-1,1,-1,-1
10013040_859928244034113_891602419_a,3.703,1,-1,-1,-1,1,-1,-1
10175408_650341181729799_1510876824_a_0_6913,4.196,1,1,-1,-1,-1,-1,-1
1171764_499461136843642_1448986394_a_0_7861,4.408,-1,-1,1,-1,-1,-1,-1
924324_530625160392529_1993142966_a_0_2598,4.396,1,1,-1,-1,-1,-1,-1
10013040_428139843997335_1471084578_a_0_7779,4.337,1,1,-1,-1,-1,-1,-1
10004298_660711833976886_691453041_a,4.683,1,-1,-1,-1,1,-1,-1
1516818_767179956634416_2010108335_a_0_8450,5.283,1,-1,-1,-1,-1,-1,1
10245936_214999625376417_1587073513_a_0_6134,4.496,-1,-1,-1,1,-1,-1,-1
10254086_553646458087112_238579494_a,4.674,1,-1,-1,-1,1,-1,-1
1516616_234215103436539_1329011623_a_0_637,3.836,-1,-1,-1,-1,-1,1,-1
10175180_224686577725804_353891896_a_0_3293,4.756,-1,-1,-1,-1,-1,1,-1
925472_232705680255068_931497243_a_0_2132,4.37,-1,-1,-1,1,-1,-1,-1
10011379_380114822126806_43616921_a_0_2927,3.614,-1,1,-1,1,-1,-1,-1
925215_630961010304085_437320526_a_0_659,5.532,-1,-1,-1,1,-1,-1,-1
1741481_1584003135157452_719030551_a,4.591,1,-1,-1,-1,1,-1,-1
10175257_1435932173314832_749792691_a_0_3005,5.559,-1,-1,1,-1,-1,-1,-1
925226_237648599692177_860300635_a,4.933,1,-1,-1,-1,1,-1,-1
10251468_277070419136921_443866329_a_0_8402,3.879,1,1,-1,-1,-1,-1,-1
1515107_627727987313736_164454337_a_0_6583,4.504,-1,-1,1,-1,-1,-1,-1
1170456_1574265822799586_833581016_a,4.78,1,-1,-1,-1,1,-1,-1
925227_673102509404163_2037401272_a_0_6423,5.078,-1,-1,-1,-1,-1,1,-1
10005259_497507840375373_1030435139_a,4.685,1,-1,-1,-1,1,-1,-1
10249112_1423216871262498_1283359117_a_0_2781,3.626,-1,-1,1,-1,-1,-1,-1
10249135_303263336492902_629821741_a,3.707,1,-1,-1,-1,1,-1,-1
1963149_539394852844827_1342661805_a,4.787,1,-1,-1,-1,1,-1,-1
10251457_627475697341430_1975932636_a_0_5514,4.352,1,1,-1,-1,-1,-1,-1
926722_1396092217335988_1290594073_a_0_6017,3.596,-1,-1,-1,1,-1,-1,-1
10011201_229619030579129_1801187320_a_0_7933,3.518,1,1,-1,-1,-1,-1,-1
1209522_1394233960856030_1345788485_a_0_6886,4.139,-1,-1,-1,1,-1,-1,-1
1538605_289507124545740_109586946_a,5.022,1,-1,-1,-1,1,-1,-1
925459_834557103225523_1228624476_a_0_1972,4.101,-1,-1,-1,-1,1,1,1
1538554_1478443969034637_897323810_a_0_9365,4.617,-1,-1,-1,1,-1,-1,-1
1515814_677504388974897_391259386_a_0_4114,5.159,-1,-1,1,-1,-1,-1,-1
10013218_454303188048693_1608802946_a_0_8743,4.348,1,1,-1,-1,-1,-1,-1
925459_834557103225523_1228624476_a_0_2804,4.101,-1,-1,-1,-1,1,1,1
1208399_664560933603695_214983266_a_0_4901,3.719,-1,-1,1,-1,-1,-1,-1
10175237_454007778065795_997172460_a_0_553,5.275,-1,-1,-1,1,-1,-1,-1
10013209_1402520500023782_298000570_a_0_8918,3.38,1,-1,-1,-1,-1,-1,1
10175367_1414520305477002_1442902592_a_0_2297,3.661,-1,-1,1,-1,-1,-1,-1
10011184_391764224299147_2020353345_a,3.708,-1,-1,-1,1,-1,-1,-1
10246022_275013912671805_1919016766_a_0_821,3.936,-1,-1,1,-1,-1,-1,-1
10009745_609096785839541_1345902805_a_0_7448,5.446,-1,-1,-1,1,-1,-1,-1
928498_735472743139654_1454727421_a,4.14,-1,-1,-1,1,-1,-1,-1
929288_1423538014567492_439156394_a,3.666,1,-1,-1,-1,1,-1,-1
10245934_1523302174563575_2014240207_a_0_2547,4.476,-1,-1,-1,-1,-1,1,-1
10011212_711310735578330_425350372_a_0_5605,3.901,-1,-1,1,-1,-1,-1,-1
10254181_753995364633111_109551758_a_0_1550,3.686,1,-1,-1,-1,-1,-1,1
10175408_650341181729799_1510876824_a_0_1549,4.196,1,1,-1,-1,-1,-1,-1
1168787_266057473574194_1627782842_a_0_3425,4.229,-1,-1,-1,1,-1,-1,-1
10254161_642725192467386_200206417_a,4.638,1,-1,-1,-1,1,-1,-1
10013113_640557202664407_230974357_a_0_1858,4.726,1,1,-1,-1,-1,-1,-1
1597435_781654358514163_1846825335_a,5.14,1,-1,-1,-1,1,-1,-1
10254181_753995364633111_109551758_a_0_5602,3.686,1,-1,-1,-1,-1,-1,1
10013209_1402520500023782_298000570_a_0_4027,3.38,1,-1,-1,-1,-1,-1,1
10249130_1458145704421715_1394652999_a_0_5234,3.956,-1,-1,1,-1,-1,-1,-1
10254181_753995364633111_109551758_a_0_3309,3.686,1,-1,-1,-1,-1,-1,1
1172105_1407972439472420_462408307_a_0_8868,3.243,-1,-1,1,-1,-1,-1,-1
1530868_295285937300700_1432907482_a,4.414,1,-1,-1,-1,1,-1,-1
1516818_767179956634416_2010108335_a_0_5388,5.283,1,-1,-1,-1,-1,-1,1
10011379_380114822126806_43616921_a_0_5115,3.614,-1,1,-1,1,-1,-1,-1
10013333_1408419769428066_1001993815_a_0_5790,4.046,-1,-1,-1,-1,-1,1,-1
10175265_499398593497486_183109272_a,4.129,1,-1,-1,-1,1,-1,-1
1516818_767179956634416_2010108335_a_0_5186,5.283,1,-1,-1,-1,-1,-1,1
10011497_226332600898869_81157619_a_0_6654,3.506,1,1,-1,-1,-1,-1,-1
10245923_387895058016396_1653165084_a_0_4859,5.024,-1,-1,1,-1,-1,-1,-1
10245935_230086600529658_813011411_a_0_1745,2.929,-1,-1,1,-1,-1,-1,-1
1963160_729374873752430_1983131371_a,4.862,-1,-1,-1,1,-1,-1,-1
10251502_859295487429308_1702654889_a_0_1539,3.661,1,1,-1,-1,-1,-1,-1
10013209_1402520500023782_298000570_a_0_1477,3.38,1,-1,-1,-1,-1,-1,1
1172197_1381068885481847_775758904_a,5.321,1,-1,-1,-1,1,-1,-1
10011201_229619030579129_1801187320_a_0_8273,3.518,1,1,-1,-1,-1,-1,-1
928236_380114418793513_961791839_a,4.461,1,-1,-1,-1,1,-1,-1
10013085_1412236169042573_1469862215_a_0_3511,5.911,-1,-1,-1,-1,-1,1,-1
10013209_1402520500023782_298000570_a_0_1480,3.38,1,-1,-1,-1,-1,-1,1
10246124_647580828645875_834433699_a,4.566,1,-1,-1,-1,1,-1,-1
1170516_1462393870662188_914728053_a,3.693,-1,-1,-1,1,-1,-1,-1
10013330_650557604982068_1136696603_a_0_8173,4.129,-1,-1,-1,-1,-1,1,-1
10251493_601563296604662_1613766430_a_0_7855,5.026,-1,-1,-1,-1,-1,1,-1
10009339_539945986123146_762803808_a_0_9542,3.81,1,1,-1,-1,-1,-1,-1
10254181_753995364633111_109551758_a_0_2928,3.686,1,-1,-1,-1,-1,-1,1
10011201_229619030579129_1801187320_a_0_2068,3.518,1,1,-1,-1,-1,-1,-1
1688625_839815979368602_1983811926_a_0_4397,2.925,-1,-1,1,-1,-1,-1,-1
10011304_786704721341436_927839578_a_0_1384,4.912,-1,-1,-1,1,-1,-1,-1
1799581_392235324251244_1481431586_a_0_7935,3.889,-1,-1,-1,-1,-1,1,-1
10013033_267141560113901_1792403080_a_0_6030,4.992,1,-1,-1,-1,-1,-1,1
1171619_658714874194832_380655632_a_0_6192,4.449,-1,-1,-1,1,-1,-1,-1
1515864_1463667290531336_1661135568_a_0_8506,4.086,-1,-1,-1,-1,-1,1,-1
10013033_1384590041783118_872248980_a_0_9327,4.432,1,1,-1,-1,-1,-1,-1
10175281_632434223498038_700352700_a_0_6420,4.218,-1,-1,1,-1,-1,-1,-1
10011414_1458207957749225_748948994_a_0_1350,4.057,-1,-1,-1,1,-1,-1,-1
10013264_598242876934026_1115953241_a_0_7495,3.203,-1,-1,1,-1,-1,-1,-1
10251541_823735647639907_1428906492_a_0_6439,5.067,1,1,-1,-1,-1,-1,-1
10005438_226061774257198_1207021903_a_0_2090,4.213,-1,-1,-1,1,-1,-1,-1
1516124_1410233302577320_208196402_a_0_8893,3.32,-1,-1,-1,1,-1,-1,-1
10254181_753995364633111_109551758_a_0_4794,3.686,1,-1,-1,-1,-1,-1,1
10011176_1394591984152960_792868489_a_0_1129,4.013,-1,-1,-1,1,-1,-1,-1
10175316_275152889326054_1872424985_a_0_9981,3.145,-1,-1,-1,1,-1,-1,-1
1389254_382502921884747_1751890672_a_0_3069,4.613,1,1,-1,-1,-1,-1,-1
1516818_767179956634416_2010108335_a_0_8189,5.283,1,-1,-1,-1,-1,-1,1
10009339_539945986123146_762803808_a_0_7265,3.81,1,1,-1,-1,-1,-1,-1
10246217_543656972422666_947288164_a_0_2920,4.233,-1,-1,1,-1,-1,-1,-1
1170098_434026640066130_133738945_a_0_4316,4.141,-1,-1,-1,-1,-1,1,-1
10246150_295588997264615_1193575478_a_0_4468,4.683,-1,-1,-1,1,-1,-1,-1
10251449_267591810080540_2024715455_a,4.566,1,-1,-1,-1,1,-1,-1
1170398_846971808653515_22239271_a_0_9925,3.857,-1,-1,-1,1,-1,-1,-1
1389093_428450150590824_901901016_a_0_3454,4.163,1,1,-1,-1,-1,-1,-1
10013008_1419933158265589_1556148545_a,4.408,1,-1,-1,-1,1,-1,-1
927917_716736885043859_1247317339_a,4.899,1,-1,-1,-1,1,-1,-1
1516444_872001692825908_1464224134_a_0_7446,4.283,-1,-1,-1,-1,-1,1,-1
928506_276535509188764_587760950_a,3.818,1,-1,-1,-1,1,-1,-1
1516268_698164066893530_1922731476_a_0_853,5.256,-1,-1,-1,-1,-1,1,-1
10175205_624559737625459_963602799_a_0_7236,4.409,-1,-1,-1,-1,-1,1,-1
10254181_753995364633111_109551758_a_0_9282,3.686,1,-1,-1,-1,-1,-1,1
1516818_767179956634416_2010108335_a_0_608,5.283,1,-1,-1,-1,-1,-1,1
928241_426392730830927_215705053_a_0_9673,3.717,-1,-1,-1,-1,-1,1,-1
1516132_1398406447102373_1928762033_a_0_9590,4.299,1,1,-1,-1,-1,-1,-1
10013033_267141560113901_1792403080_a_0_4367,4.992,1,-1,-1,-1,-1,-1,1
10175127_675551369177566_1781205909_a_0_170,4.516,1,1,-1,-1,-1,-1,-1
10013033_267141560113901_1792403080_a_0_4264,4.992,1,-1,-1,-1,-1,-1,1
1172179_1487465858134465_1989052277_a_0_6846,3.738,-1,-1,-1,-1,-1,1,-1
10175355_682202765151950_1106814091_a_0_5275,5.339,-1,-1,-1,1,-1,-1,-1
10246190_1469549273262937_372580878_a_0_5739,5.059,-1,-1,1,-1,-1,-1,-1
10254193_669272416467166_2077157322_a_0_2542,4.101,-1,-1,-1,-1,-1,1,-1
10254181_753995364633111_109551758_a_0_5947,3.686,1,-1,-1,-1,-1,-1,1
10254072_1400328093575785_2130776172_a_0_3475,4.236,1,1,-1,-1,-1,-1,-1
10251562_286364668199312_1546952211_a,3.484,1,-1,-1,-1,1,-1,-1
1660401_573192426105240_779889641_a_0_7588,4.394,1,1,-1,-1,-1,-1,-1
10013033_267141560113901_1792403080_a_0_2926,4.992,1,-1,-1,-1,-1,-1,1
10013040_428139843997335_1471084578_a_0_960,4.337,1,1,-1,-1,-1,-1,-1
1173157_128541823983220_239211292_a_0_6203,4.748,-1,-1,1,-1,-1,-1,-1
10175276_1431944313720146_261854587_a_0_9019,4.628,-1,-1,-1,1,-1,-1,-1
10249097_265478116965740_1168194381_a_0_5774,4.192,-1,-1,1,-1,-1,-1,-1
10013209_1402520500023782_298000570_a_0_8148,3.38,1,-1,-1,-1,-1,-1,1
10013311_302154569938080_2012005774_a_0_4302,3.044,-1,-1,-1,1,-1,-1,-1
10011156_545321338922319_1112106307_a_0_3561,4.687,-1,-1,-1,1,-1,-1,-1
10013040_428139843997335_1471084578_a_0_1118,4.337,1,1,-1,-1,-1,-1,-1
1173157_128541823983220_239211292_a_0_6290,4.748,-1,-1,1,-1,-1,-1,-1
927266_731017726939105_2092917321_a,4.879,1,-1,-1,-1,1,-1,-1
1515130_230665847140613_1779265419_a_0_9821,3.94,-1,-1,1,-1,-1,-1,-1
1171764_767821573231109_744289201_a_0_2712,4.689,-1,-1,1,-1,-1,-1,-1
1209603_707843315932995_1925386818_a,4.154,1,-1,-1,-1,1,-1,-1
10011176_671225102944613_1183447713_a_0_499,4.961,-1,-1,-1,-1,-1,1,-1
10011258_137559203081040_590436154_a_0_6433,5.041,-1,-1,1,-1,-1,-1,-1
927252_270180643142639_1955217080_a,4.878,1,-1,-1,-1,1,-1,-1
10254256_639634319419092_1126538013_a_0_5247,4.492,-1,-1,1,-1,-1,-1,-1
1538587_274664206035052_484086460_a_0_3089,2.872,-1,-1,-1,-1,-1,1,-1
10011441_1569200963305644_71963969_a_0_7339,5.222,-1,-1,1,-1,-1,-1,-1
10004298_226224600909995_130073562_a_0_8360,4.489,-1,-1,-1,-1,-1,1,-1
10175295_1463958753837967_679912850_a_0_7713,4.402,-1,-1,-1,1,-1,-1,-1
1516434_668896636511262_396975085_a_0_1115,4.397,-1,-1,1,-1,-1,-1,-1
10175096_1415446918716289_999357469_a_0_4330,4.472,-1,-1,-1,1,-1,-1,-1
10245936_664773490225527_1729525676_a_0_4468,4.736,-1,-1,1,-1,-1,-1,-1
10013160_659011660833398_1481172891_a_0_4077,4.641,1,1,-1,-1,-1,-1,-1
10246157_378938128911326_1327353793_a,3.723,1,-1,-1,-1,1,-1,-1
10011286_490208474440199_598052707_a_0_766,5.008,1,1,-1,-1,-1,-1,-1
10254181_753995364633111_109551758_a_0_4485,3.686,1,-1,-1,-1,-1,-1,1
10254252_590253701071679_553889366_a,3.735,1,-1,-1,-1,1,-1,-1
10175227_1410773592519959_1662641029_a_0_1627,3.847,-1,-1,1,-1,-1,-1,-1
1516434_668896636511262_396975085_a_0_9495,4.397,-1,-1,1,-1,-1,-1,-1
10251513_542583812522614_2039057525_a_0_3489,4.664,-1,-1,1,-1,-1,-1,-1
10254244_692561990782711_2144110586_a_0_5243,4.231,1,1,-1,-1,-1,-1,-1
10013033_267141560113901_1792403080_a_0_2296,4.992,1,-1,-1,-1,-1,-1,1
1388895_653532541386470_759294485_a_0_4536,4.559,1,1,-1,-1,-1,-1,-1
10011201_229619030579129_1801187320_a_0_7855,3.518,1,1,-1,-1,-1,-1,-1
1516818_767179956634416_2010108335_a_0_6042,5.283,1,-1,-1,-1,-1,-1,1
10246060_1421216098137195_805261151_a_0_9267,4.035,-1,-1,1,-1,-1,-1,-1
10013033_267141560113901_1792403080_a_0_6078,4.992,1,-1,-1,-1,-1,-1,1
10011497_226332600898869_81157619_a_0_6265,3.506,1,1,-1,-1,-1,-1,-1
10175147_736984103013113_952824118_a_0_8771,4.568,-1,-1,-1,1,-1,-1,-1
10249130_230504960475585_1195885204_a,4.528,1,-1,-1,-1,1,-1,-1
1171716_1437402736505105_1536197778_a,5.788,1,-1,-1,-1,1,-1,-1
926160_136997313137581_49985801_a,4.537,1,-1,-1,-1,1,-1,-1
10011453_1574489592776315_2114696586_a_0_9254,4.277,-1,-1,-1,-1,-1,1,-1
10251523_1429757993939731_860479377_a_0_8601,4.19,-1,-1,1,-1,-1,-1,-1
10011286_490208474440199_598052707_a_0_588,5.008,1,1,-1,-1,-1,-1,-1
10012606_711912515519211_1364622001_a,6.045,1,-1,-1,-1,1,-1,-1
10246022_758312090859088_786182288_a_0_8113,4.841,-1,-1,1,-1,-1,-1,-1
1516818_767179956634416_2010108335_a_0_7865,5.283,1,-1,-1,-1,-1,-1,1
10254193_669272416467166_2077157322_a_0_9962,4.101,-1,-1,-1,-1,-1,1,-1
10175253_805634459466610_2059402672_a_0_485,4.669,-1,-1,1,-1,-1,-1,-1
10245934_1374352516180651_789941027_a,3.879,1,-1,-1,-1,1,-1,-1
1171185_1437360759837101_1908626304_a,4.343,1,-1,-1,-1,1,-1,-1
1515772_606763389415229_1372522489_a_0_6470,3.674,-1,-1,-1,-1,-1,1,-1
1516818_767179956634416_2010108335_a_0_3568,5.283,1,-1,-1,-1,-1,-1,1
1921992_288159538015903_1647630293_a_0_3361,3.749,-1,-1,1,-1,-1,-1,-1
927278_1414469058813717_1812368948_a_0_8313,4.879,1,1,-1,-1,-1,-1,-1
10013262_1418311848428242_1781735813_a_0_4970,3.976,-1,-1,-1,1,-1,-1,-1
1515864_756376227730455_753474628_a_0_2033,4.216,-1,-1,1,-1,-1,-1,-1
924347_466461336818801_1254819138_a,4.615,1,-1,-1,-1,1,-1,-1
10246078_683484598380381_265291966_a_0_8376,4.873,-1,-1,-1,1,-1,-1,-1
924324_530625160392529_1993142966_a_0_1931,4.396,1,1,-1,-1,-1,-1,-1
1388988_629948787086967_1469843650_a_0_4359,3.887,1,1,-1,-1,-1,-1,-1
10013033_267141560113901_1792403080_a_0_5719,4.992,1,-1,-1,-1,-1,-1,1
10254181_753995364633111_109551758_a_0_3864,3.686,1,-1,-1,-1,-1,-1,1
10175252_272879802878566_1375827820_a_0_5671,4.459,-1,-1,-1,1,-1,-1,-1
925459_834557103225523_1228624476_a_0_8978,4.101,-1,-1,-1,-1,1,1,1
925459_834557103225523_1228624476_a_0_6612,4.101,-1,-1,-1,-1,1,1,1
10175320_672657799455277_402150992_a,5.475,-1,-1,-1,1,-1,-1,-1
10245984_788046291213395_313982281_a,4.354,1,-1,-1,-1,1,-1,-1
10175330_209735005904139_734276600_a_0_7469,4.052,-1,-1,-1,1,-1,-1,-1
10175222_1468470430053565_1675184211_a,4.671,1,-1,-1,-1,1,-1,-1
1172236_842337122458396_149095053_a_0_1510,4.039,-1,-1,-1,-1,-1,1,-1
10011285_543652889087518_1695745410_a,5.075,1,-1,-1,-1,1,-1,-1
10246003_488686351231693_1561594829_a_0_8675,4.172,-1,-1,-1,1,-1,-1,-1
10013033_267141560113901_1792403080_a_0_285,4.992,1,-1,-1,-1,-1,-1,1
10254218_1439391569635957_1103191276_a_0_2807,4.675,-1,-1,1,-1,-1,-1,-1
10011475_310978842384795_381463097_a,4.665,1,-1,-1,-1,1,-1,-1
1941102_712313055458601_1470233929_a,4.774,1,-1,-1,-1,1,-1,-1
1516555_821063901241212_1692519739_a_0_6455,4.405,-1,-1,1,-1,-1,-1,-1
10004359_774529239231804_1872485062_a_0_9454,3.925,-1,-1,-1,1,-1,-1,-1
10254181_753995364633111_109551758_a_0_2351,3.686,1,-1,-1,-1,-1,-1,1
10251566_299722463514881_723193077_a,4.494,1,-1,-1,-1,1,-1,-1
10013209_1402520500023782_298000570_a_0_9332,3.38,1,-1,-1,-1,-1,-1,1
1516012_257567494415850_734325950_a_0_1046,4.101,-1,-1,1,-1,-1,-1,-1
10245994_1410851055846151_131457097_a_0_546,4.463,-1,-1,-1,1,-1,-1,-1
10175171_1428635684054074_1172413208_a,3.946,1,-1,-1,-1,1,-1,-1
10245964_407520582719221_311687749_a_0_5115,4.814,-1,-1,-1,-1,-1,1,-1
10249094_724973744221016_1342178232_a_0_9600,4.552,-1,-1,1,-1,-1,-1,-1
926291_542596399168556_1411849122_a_0_127,4.102,1,1,-1,-1,-1,-1,-1
10013160_659011660833398_1481172891_a_0_8712,4.641,1,1,-1,-1,-1,-1,-1
10013286_440188719457963_1230897757_a_0_5790,3.386,-1,-1,1,-1,-1,-1,-1
926291_542596399168556_1411849122_a_0_2968,4.102,1,1,-1,-1,-1,-1,-1
1515179_651263998278141_2120777805_a_0_6115,4.515,-1,-1,1,-1,-1,-1,-1
1171964_1385977148350062_174955980_a_0_4857,3.905,-1,-1,-1,1,-1,-1,-1
10013353_306305179517659_1547174889_a_0_8605,4.444,-1,-1,-1,1,-1,-1,-1
1389960_478798352221654_2006531527_a_0_9758,5.276,-1,-1,1,-1,-1,-1,-1
10249158_295471943952585_1107394612_a,3.966,1,-1,-1,-1,1,-1,-1
10254181_753995364633111_109551758_a_0_9816,3.686,1,-1,-1,-1,-1,-1,1
1515232_307170229439699_1199364891_a,3.277,1,-1,-1,-1,1,-1,-1
10013209_1402520500023782_298000570_a_0_5736,3.38,1,-1,-1,-1,-1,-1,1
10013209_1402520500023782_298000570_a_0_9914,3.38,1,-1,-1,-1,-1,-1,1
10013040_428139843997335_1471084578_a_0_7346,4.337,1,1,-1,-1,-1,-1,-1
1922285_1424027491183357_1301187323_a_0_1618,3.264,1,1,-1,-1,-1,-1,-1
926144_1422138431373515_1130990167_a,4.057,1,-1,-1,-1,1,-1,-1
10175131_1430145460567282_931177820_a_0_5189,4.887,-1,-1,1,-1,-1,-1,-1
10175150_520973454677840_1852966034_a_0_2370,4.618,-1,-1,1,-1,-1,-1,-1
1170521_254576681381494_67017738_a,4.858,1,-1,-1,-1,1,-1,-1
10249097_286313158195755_140079211_a_0_5804,4.594,-1,-1,1,-1,-1,-1,-1
1172215_629593223801603_620611808_a_0_3914,4.146,-1,-1,-1,-1,-1,1,-1
1515154_752252958152801_508820109_a_0_9204,3.893,-1,-1,1,-1,-1,-1,-1
925839_1421965588056200_1101174192_a,4.568,1,-1,-1,-1,1,-1,-1
1171958_229017563954509_619405550_a_0_2871,5.313,-1,-1,1,-1,-1,-1,-1
10009260_1414102985517585_411221924_a,4.563,1,-1,-1,-1,1,-1,-1
10013113_640557202664407_230974357_a_0_5782,4.726,1,1,-1,-1,-1,-1,-1
10251416_1443289659242286_1101389639_a_0_7865,4.99,-1,-1,-1,1,-1,-1,-1
10013033_267141560113901_1792403080_a_0_6635,4.992,1,-1,-1,-1,-1,-1,1
1922285_1424027491183357_1301187323_a_0_5512,3.264,1,1,-1,-1,-1,-1,-1
10245996_635057669875301_1923871517_a,3.116,-1,-1,-1,1,-1,-1,-1
927262_1421401964779675_1998531166_a_0_2002,3.673,-1,-1,-1,-1,-1,1,-1
10175164_264115577101769_2026582805_a_0_4846,4.261,-1,-1,-1,1,-1,-1,-1
1388895_653532541386470_759294485_a_0_8105,4.559,1,1,-1,-1,-1,-1,-1
10245920_236418873226362_1328649921_a_0_7690,4.449,-1,-1,1,-1,-1,-1,-1
10251554_249869655196874_746101488_a_0_3639,3.648,-1,-1,1,-1,-1,-1,-1
1515927_1439203039652961_666612069_a,4.175,1,-1,-1,-1,1,-1,-1
10013209_1402520500023782_298000570_a_0_690,3.38,1,-1,-1,-1,-1,-1,1
1515939_435868596516614_2050236439_a_0_7575,4.129,-1,-1,-1,-1,-1,1,-1
10011384_663947993651821_1844425642_a_0_9544,3.558,1,1,-1,-1,-1,-1,-1
10011352_1468991869998064_959399649_a_0_3275,4.575,1,1,-1,-1,-1,-1,-1
10175294_768607259829754_1163207540_a_0_413,4.934,-1,-1,-1,1,-1,-1,-1
10261263_495670207221743_1675140155_a_0_1991,4.577,-1,-1,-1,-1,-1,1,-1
10013033_267141560113901_1792403080_a_0_5833,4.992,1,-1,-1,-1,-1,-1,1
10175371_503535143085376_1440194515_a,5.981,-1,-1,-1,1,-1,-1,-1
fc785fd2ad2f11e3823112809d31047c_6,5.497,1,-1,-1,-1,1,-1,-1
10013185_1437736593131281_498571276_a_0_7559,4.833,-1,-1,1,-1,-1,-1,-1
1962899_643113489102771_969619842_a,5.165,1,-1,-1,-1,1,-1,-1
10246062_424058304398230_1237490483_a_0_4574,3.679,1,1,-1,-1,-1,-1,-1
10175412_587486698017193_924585652_a_0_4314,4.431,-1,-1,-1,-1,-1,1,-1
10013085_1412236169042573_1469862215_a_0_5810,5.911,-1,-1,-1,-1,-1,1,-1
1530888_237079463158396_1692160142_a_0_105,3.72,-1,-1,-1,1,-1,-1,-1
10245909_1397908807152110_1943956657_a_0_1204,4.893,-1,-1,-1,-1,-1,1,-1
1171943_621584611267168_856573700_a_0_2084,5.294,-1,-1,1,-1,-1,-1,-1
10261326_432330540237138_2076014039_a_0_2017,3.607,-1,-1,-1,-1,-1,1,-1
925447_438152889620792_1283556771_a_0_3527,4.545,-1,-1,-1,-1,-1,1,-1
10249131_526602080791602_1741647703_a_0_5647,2.329,-1,-1,1,-1,-1,-1,-1
